N,EMG_0,EMG_1,EMG_2,EMG_3,EMG_4,EMG_5,EMG_6,EMG_7,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,VBAT
478,309311.0,130431.0,-58422.0,221006.0,312104.0,600551.0,203094.0,278534.0,508.0,915.0,16116.0,1423.0,-3386.0,-2805.0,3649.0
479,310533.0,130421.0,-58286.0,220713.0,312199.0,600719.0,203237.0,278325.0,508.0,915.0,16116.0,1423.0,-3386.0,-2805.0,3649.0
480,310564.0,129970.0,-57509.0,220714.0,312261.0,600496.0,203406.0,277995.0,508.0,915.0,16116.0,1423.0,-3386.0,-2805.0,3649.0
481,312761.0,130624.0,-57522.0,220911.0,311936.0,598138.0,203369.0,277931.0,889.0,1842.0,16354.0,448.0,-3521.0,-1128.0,3649.0
482,315749.0,131988.0,-57891.0,220090.0,310901.0,597153.0,203396.0,277560.0,889.0,1842.0,16354.0,448.0,-3521.0,-1128.0,3649.0
483,317749.0,131821.0,-57997.0,216816.0,310882.0,599200.0,203923.0,277429.0,889.0,1842.0,16354.0,448.0,-3521.0,-1128.0,3649.0
484,320511.0,131446.0,-58576.0,217281.0,310778.0,600807.0,203433.0,276844.0,889.0,1842.0,16354.0,448.0,-3521.0,-1128.0,3649.0
485,324488.0,131734.0,-59082.0,220218.0,311055.0,600614.0,202710.0,276258.0,889.0,1842.0,16354.0,448.0,-3521.0,-1128.0,3649.0
486,327569.0,131168.0,-58711.0,222306.0,311324.0,600232.0,202702.0,275898.0,889.0,1842.0,16354.0,448.0,-3521.0,-1128.0,3649.0
487,330871.0,130357.0,-58953.0,222041.0,311866.0,600030.0,202551.0,275596.0,889.0,1842.0,16354.0,448.0,-3521.0,-1128.0,3649.0
488,334001.0,130248.0,-58734.0,221841.0,312143.0,600076.0,202417.0,274791.0,889.0,1842.0,16354.0,448.0,-3521.0,-1128.0,3649.0
489,336023.0,129834.0,-59040.0,222054.0,311881.0,599885.0,202299.0,274406.0,889.0,1842.0,16354.0,448.0,-3521.0,-1128.0,3649.0
490,336448.0,130221.0,-58908.0,222656.0,311583.0,599816.0,201948.0,274239.0,889.0,1842.0,16354.0,448.0,-3521.0,-1128.0,3649.0
491,335353.0,131144.0,-58307.0,223362.0,311476.0,599703.0,202048.0,274457.0,1464.0,3532.0,16104.0,294.0,-1988.0,2344.0,3649.0
492,333595.0,131124.0,-58021.0,223792.0,311910.0,600028.0,202281.0,274293.0,1464.0,3532.0,16104.0,294.0,-1988.0,2344.0,3649.0
493,331829.0,131018.0,-57790.0,224816.0,312670.0,600689.0,202743.0,274609.0,1464.0,3532.0,16104.0,294.0,-1988.0,2344.0,3649.0
494,329949.0,131913.0,-57559.0,224414.0,312430.0,600319.0,202547.0,274434.0,1464.0,3532.0,16104.0,294.0,-1988.0,2344.0,3649.0
495,327804.0,131689.0,-57917.0,223639.0,312340.0,600371.0,202901.0,274511.0,1464.0,3532.0,16104.0,294.0,-1988.0,2344.0,3649.0
496,325924.0,131399.0,-58192.0,223851.0,312209.0,600345.0,203109.0,274846.0,1464.0,3532.0,16104.0,294.0,-1988.0,2344.0,3649.0
497,324288.0,131644.0,-57940.0,224119.0,312233.0,600307.0,203069.0,274672.0,1464.0,3532.0,16104.0,294.0,-1988.0,2344.0,3649.0
498,322918.0,132386.0,-57507.0,224499.0,312412.0,600436.0,203244.0,274753.0,1464.0,3532.0,16104.0,294.0,-1988.0,2344.0,3649.0
499,321039.0,132861.0,-56940.0,225198.0,312982.0,601064.0,203345.0,274091.0,1464.0,3532.0,16104.0,294.0,-1988.0,2344.0,3649.0
500,319445.0,132558.0,-57056.0,225276.0,313043.0,601054.0,203279.0,273781.0,1464.0,3532.0,16104.0,294.0,-1988.0,2344.0,3649.0
501,318125.0,132117.0,-57503.0,225079.0,313064.0,601011.0,203528.0,273793.0,1503.0,4515.0,15875.0,-771.0,-1287.0,3593.0,3649.0
502,316817.0,132173.0,-57250.0,225423.0,313078.0,601145.0,203711.0,274081.0,1503.0,4515.0,15875.0,-771.0,-1287.0,3593.0,3649.0
503,315760.0,133362.0,-56654.0,225579.0,312684.0,600990.0,203722.0,274311.0,1503.0,4515.0,15875.0,-771.0,-1287.0,3593.0,3649.0
504,314056.0,133124.0,-57014.0,225284.0,312441.0,600691.0,203669.0,273925.0,1503.0,4515.0,15875.0,-771.0,-1287.0,3593.0,3649.0
505,312246.0,132609.0,-56927.0,225790.0,312862.0,600929.0,203854.0,273853.0,1503.0,4515.0,15875.0,-771.0,-1287.0,3593.0,3649.0
506,310558.0,132657.0,-56629.0,226263.0,313011.0,601019.0,203798.0,273784.0,1503.0,4515.0,15875.0,-771.0,-1287.0,3593.0,3649.0
507,308725.0,132868.0,-56419.0,226477.0,312989.0,601364.0,203884.0,273751.0,1503.0,4515.0,15875.0,-771.0,-1287.0,3593.0,3649.0
508,307126.0,132912.0,-56611.0,226453.0,313149.0,601789.0,204104.0,273944.0,1503.0,4515.0,15875.0,-771.0,-1287.0,3593.0,3649.0
509,305945.0,132931.0,-56917.0,226246.0,313127.0,601744.0,203996.0,273918.0,1503.0,4515.0,15875.0,-771.0,-1287.0,3593.0,3649.0
510,306639.0,133039.0,-56820.0,226257.0,312886.0,601586.0,204063.0,273983.0,1503.0,4515.0,15875.0,-771.0,-1287.0,3593.0,3649.0
511,309953.0,132946.0,-56886.0,226332.0,312561.0,601103.0,203945.0,273688.0,1560.0,3505.0,15809.0,-915.0,-232.0,4197.0,3649.0
512,313109.0,132976.0,-56764.0,226353.0,312069.0,600498.0,203645.0,273339.0,1560.0,3505.0,15809.0,-915.0,-232.0,4197.0,3649.0
513,315370.0,133263.0,-56398.0,226307.0,311911.0,600691.0,203751.0,273199.0,1560.0,3505.0,15809.0,-915.0,-232.0,4197.0,3649.0
514,317116.0,132794.0,-57284.0,225499.0,311426.0,600904.0,203575.0,272957.0,1560.0,3505.0,15809.0,-915.0,-232.0,4197.0,3649.0
515,318427.0,132524.0,-57462.0,225582.0,311149.0,601015.0,203524.0,272773.0,1560.0,3505.0,15809.0,-915.0,-232.0,4197.0,3649.0
516,319933.0,132546.0,-57252.0,225758.0,311043.0,600830.0,203473.0,272554.0,1560.0,3505.0,15809.0,-915.0,-232.0,4197.0,3649.0
517,321580.0,132572.0,-57404.0,225468.0,311118.0,600744.0,203466.0,272391.0,1560.0,3505.0,15809.0,-915.0,-232.0,4197.0,3649.0
518,323518.0,132879.0,-57380.0,225618.0,311163.0,600633.0,203401.0,272368.0,1560.0,3505.0,15809.0,-915.0,-232.0,4197.0,3649.0
519,324895.0,133013.0,-57301.0,225897.0,311126.0,600558.0,203038.0,272081.0,1560.0,3505.0,15809.0,-915.0,-232.0,4197.0,3649.0
520,325396.0,132562.0,-57432.0,226161.0,311138.0,601061.0,203191.0,272261.0,1560.0,3505.0,15809.0,-915.0,-232.0,4197.0,3649.0
521,325846.0,132693.0,-57499.0,226296.0,311018.0,601230.0,203083.0,271930.0,1999.0,1779.0,15722.0,-1170.0,587.0,2957.0,3649.0
522,326003.0,132859.0,-57289.0,226711.0,311666.0,601593.0,203077.0,271529.0,1999.0,1779.0,15722.0,-1170.0,587.0,2957.0,3649.0
523,326139.0,133106.0,-56790.0,227251.0,312129.0,602008.0,203330.0,271324.0,1999.0,1779.0,15722.0,-1170.0,587.0,2957.0,3649.0
524,325899.0,132604.0,-57023.0,227031.0,311821.0,601940.0,203295.0,270535.0,1999.0,1779.0,15722.0,-1170.0,587.0,2957.0,3649.0
525,326209.0,132537.0,-57290.0,226776.0,311657.0,601886.0,203448.0,270249.0,1999.0,1779.0,15722.0,-1170.0,587.0,2957.0,3649.0
526,327404.0,132214.0,-57996.0,225993.0,311018.0,601281.0,203286.0,270624.0,1999.0,1779.0,15722.0,-1170.0,587.0,2957.0,3649.0
527,329760.0,132299.0,-57838.0,225823.0,310674.0,601170.0,203366.0,271349.0,1999.0,1779.0,15722.0,-1170.0,587.0,2957.0,3649.0
528,332105.0,132974.0,-57317.0,225864.0,310239.0,600886.0,203328.0,271560.0,1999.0,1779.0,15722.0,-1170.0,587.0,2957.0,3649.0
529,333279.0,132984.0,-57823.0,225654.0,309956.0,600433.0,202917.0,271460.0,1999.0,1779.0,15722.0,-1170.0,587.0,2957.0,3649.0
530,333801.0,133141.0,-57331.0,226393.0,310731.0,601024.0,203090.0,271527.0,1999.0,1779.0,15722.0,-1170.0,587.0,2957.0,3649.0
531,334701.0,132985.0,-57187.0,226259.0,310752.0,600946.0,203195.0,271980.0,1576.0,370.0,16221.0,-612.0,770.0,984.0,3649.0
532,335947.0,133145.0,-57412.0,225638.0,310391.0,600682.0,203223.0,272343.0,1576.0,370.0,16221.0,-612.0,770.0,984.0,3649.0
533,336777.0,133641.0,-57581.0,225375.0,309954.0,600309.0,203521.0,273096.0,1576.0,370.0,16221.0,-612.0,770.0,984.0,3649.0
534,337596.0,133090.0,-58316.0,224994.0,309179.0,599502.0,203233.0,273049.0,1576.0,370.0,16221.0,-612.0,770.0,984.0,3649.0
535,338496.0,133286.0,-58883.0,224801.0,308786.0,599586.0,203320.0,273027.0,1576.0,370.0,16221.0,-612.0,770.0,984.0,3649.0
536,338308.0,132833.0,-58902.0,225239.0,308950.0,599982.0,203321.0,272394.0,1576.0,370.0,16221.0,-612.0,770.0,984.0,3649.0
537,338499.0,132315.0,-58351.0,226408.0,309642.0,600328.0,203282.0,272326.0,1576.0,370.0,16221.0,-612.0,770.0,984.0,3649.0
538,339714.0,132883.0,-57387.0,226810.0,309885.0,600371.0,203305.0,272812.0,1576.0,370.0,16221.0,-612.0,770.0,984.0,3649.0
539,340944.0,132916.0,-57355.0,226240.0,309627.0,600361.0,203266.0,272788.0,1576.0,370.0,16221.0,-612.0,770.0,984.0,3649.0
540,342472.0,133060.0,-57636.0,226699.0,309518.0,600288.0,203073.0,271974.0,1576.0,370.0,16221.0,-612.0,770.0,984.0,3649.0
541,343568.0,133424.0,-57339.0,226208.0,309021.0,600414.0,203195.0,271761.0,899.0,91.0,16531.0,237.0,-93.0,-275.0,3649.0
542,344210.0,133251.0,-57871.0,225266.0,308848.0,600503.0,203377.0,271945.0,899.0,91.0,16531.0,237.0,-93.0,-275.0,3649.0
543,344524.0,133299.0,-58084.0,225900.0,309315.0,599719.0,203379.0,271754.0,899.0,91.0,16531.0,237.0,-93.0,-275.0,3649.0
544,344564.0,133279.0,-57828.0,225236.0,308240.0,598597.0,203449.0,271574.0,899.0,91.0,16531.0,237.0,-93.0,-275.0,3649.0
545,345024.0,133358.0,-56791.0,224269.0,307896.0,599382.0,203492.0,271608.0,899.0,91.0,16531.0,237.0,-93.0,-275.0,3649.0
546,346022.0,133224.0,-57284.0,225108.0,308193.0,600398.0,203133.0,271621.0,899.0,91.0,16531.0,237.0,-93.0,-275.0,3649.0
547,347769.0,132717.0,-59193.0,226868.0,308759.0,600850.0,202846.0,272014.0,899.0,91.0,16531.0,237.0,-93.0,-275.0,3649.0
548,348738.0,132886.0,-58493.0,225939.0,308754.0,600957.0,202678.0,271688.0,899.0,91.0,16531.0,237.0,-93.0,-275.0,3649.0
549,348905.0,133453.0,-57989.0,226466.0,309271.0,601201.0,202968.0,271458.0,899.0,91.0,16531.0,237.0,-93.0,-275.0,3649.0
550,348424.0,133158.0,-57871.0,227003.0,309449.0,601279.0,203214.0,271211.0,899.0,91.0,16531.0,237.0,-93.0,-275.0,3649.0
551,348619.0,132956.0,-57886.0,226926.0,309358.0,601311.0,203258.0,270903.0,567.0,252.0,16845.0,488.0,-18.0,-334.0,3649.0
552,349056.0,132966.0,-57801.0,226826.0,309126.0,600989.0,202968.0,271321.0,567.0,252.0,16845.0,488.0,-18.0,-334.0,3649.0
553,349933.0,133531.0,-57298.0,227226.0,309351.0,601039.0,203247.0,271344.0,567.0,252.0,16845.0,488.0,-18.0,-334.0,3649.0
554,350484.0,133854.0,-57090.0,227417.0,309208.0,600799.0,203206.0,270704.0,567.0,252.0,16845.0,488.0,-18.0,-334.0,3649.0
555,351379.0,134033.0,-56894.0,227635.0,308989.0,600956.0,203374.0,271122.0,567.0,252.0,16845.0,488.0,-18.0,-334.0,3649.0
556,352263.0,134139.0,-57046.0,227437.0,309117.0,601238.0,203158.0,271315.0,567.0,252.0,16845.0,488.0,-18.0,-334.0,3649.0
557,353323.0,134361.0,-57182.0,227325.0,309236.0,600976.0,202913.0,271018.0,567.0,252.0,16845.0,488.0,-18.0,-334.0,3649.0
558,354256.0,133501.0,-57809.0,226925.0,308928.0,600642.0,202787.0,271006.0,567.0,252.0,16845.0,488.0,-18.0,-334.0,3649.0
559,355389.0,133848.0,-57788.0,226737.0,308544.0,600363.0,202819.0,271044.0,567.0,252.0,16845.0,488.0,-18.0,-334.0,3649.0
560,356250.0,133523.0,-57932.0,226699.0,308461.0,600779.0,202835.0,270868.0,567.0,252.0,16845.0,488.0,-18.0,-334.0,3649.0
561,356627.0,132941.0,-58134.0,226668.0,308445.0,601096.0,202947.0,270563.0,575.0,629.0,16789.0,1298.0,318.0,263.0,3649.0
562,357278.0,133221.0,-58071.0,226626.0,308263.0,600853.0,202861.0,270049.0,575.0,629.0,16789.0,1298.0,318.0,263.0,3649.0
563,358319.0,133684.0,-57632.0,227163.0,308744.0,601238.0,202826.0,269671.0,575.0,629.0,16789.0,1298.0,318.0,263.0,3649.0
564,359523.0,133424.0,-57839.0,227123.0,308622.0,601092.0,202611.0,269755.0,575.0,629.0,16789.0,1298.0,318.0,263.0,3649.0
565,360849.0,133648.0,-57841.0,227046.0,308360.0,600849.0,202561.0,270563.0,575.0,629.0,16789.0,1298.0,318.0,263.0,3649.0
566,361967.0,133450.0,-58293.0,226539.0,307762.0,600239.0,202578.0,271854.0,575.0,629.0,16789.0,1298.0,318.0,263.0,3649.0
567,362534.0,133154.0,-58713.0,226159.0,307394.0,600005.0,202624.0,272080.0,575.0,629.0,16789.0,1298.0,318.0,263.0,3649.0
568,363173.0,133281.0,-58616.0,226363.0,307663.0,600392.0,202744.0,271623.0,575.0,629.0,16789.0,1298.0,318.0,263.0,3649.0
569,364377.0,133638.0,-58559.0,226434.0,307612.0,600246.0,202553.0,271626.0,575.0,629.0,16789.0,1298.0,318.0,263.0,3649.0
570,365488.0,133686.0,-58694.0,226359.0,307501.0,600208.0,202371.0,271748.0,575.0,629.0,16789.0,1298.0,318.0,263.0,3649.0
571,366666.0,133999.0,-58472.0,226653.0,307755.0,600518.0,202586.0,271720.0,618.0,1183.0,16629.0,565.0,-345.0,616.0,3649.0
572,367185.0,133927.0,-58499.0,226674.0,307671.0,600334.0,202616.0,271421.0,618.0,1183.0,16629.0,565.0,-345.0,616.0,3649.0
573,367869.0,133876.0,-58509.0,226798.0,307699.0,600266.0,202440.0,271613.0,618.0,1183.0,16629.0,565.0,-345.0,616.0,3649.0
574,368154.0,133046.0,-58632.0,226963.0,308021.0,600739.0,202221.0,271286.0,618.0,1183.0,16629.0,565.0,-345.0,616.0,3649.0
575,368612.0,132916.0,-58606.0,226803.0,307803.0,600543.0,202454.0,271195.0,618.0,1183.0,16629.0,565.0,-345.0,616.0,3649.0
576,369655.0,133541.0,-58286.0,226908.0,307728.0,600378.0,202625.0,271365.0,618.0,1183.0,16629.0,565.0,-345.0,616.0,3649.0
577,370403.0,133611.0,-58337.0,226979.0,307806.0,600434.0,202554.0,271219.0,618.0,1183.0,16629.0,565.0,-345.0,616.0,3649.0
578,371284.0,133678.0,-58466.0,226870.0,307690.0,600332.0,202515.0,271418.0,618.0,1183.0,16629.0,565.0,-345.0,616.0,3649.0
579,372402.0,133976.0,-58112.0,227104.0,307891.0,600532.0,202291.0,271178.0,618.0,1183.0,16629.0,565.0,-345.0,616.0,3649.0
580,372902.0,133919.0,-58072.0,227333.0,308042.0,600780.0,202608.0,271155.0,618.0,1183.0,16629.0,565.0,-345.0,616.0,3649.0
581,373059.0,133506.0,-58551.0,227332.0,307892.0,600693.0,202677.0,271201.0,842.0,1426.0,16447.0,-122.0,-746.0,83.0,3649.0
582,373568.0,133568.0,-58320.0,227511.0,308018.0,600761.0,202007.0,270957.0,842.0,1426.0,16447.0,-122.0,-746.0,83.0,3649.0
583,374090.0,133889.0,-58211.0,227524.0,307954.0,600707.0,202202.0,270989.0,842.0,1426.0,16447.0,-122.0,-746.0,83.0,3649.0
584,374304.0,133463.0,-58846.0,226863.0,307296.0,600066.0,202512.0,270851.0,842.0,1426.0,16447.0,-122.0,-746.0,83.0,3649.0
585,374674.0,133303.0,-59161.0,226714.0,307097.0,599887.0,202845.0,270852.0,842.0,1426.0,16447.0,-122.0,-746.0,83.0,3649.0
586,375363.0,133474.0,-58959.0,227166.0,307546.0,600349.0,202483.0,270938.0,842.0,1426.0,16447.0,-122.0,-746.0,83.0,3649.0
587,376073.0,133963.0,-58350.0,227750.0,308003.0,600845.0,202381.0,271070.0,842.0,1426.0,16447.0,-122.0,-746.0,83.0,3649.0
588,376377.0,133713.0,-58248.0,227754.0,307910.0,600809.0,202306.0,271114.0,842.0,1426.0,16447.0,-122.0,-746.0,83.0,3649.0
589,376703.0,133489.0,-58367.0,227671.0,307776.0,600773.0,202231.0,270898.0,842.0,1426.0,16447.0,-122.0,-746.0,83.0,3649.0
590,377155.0,133579.0,-58388.0,227569.0,307553.0,600654.0,202183.0,270728.0,842.0,1426.0,16447.0,-122.0,-746.0,83.0,3649.0
591,377548.0,133613.0,-58369.0,227601.0,307584.0,600601.0,202222.0,270761.0,1097.0,1228.0,16355.0,-460.0,-894.0,-443.0,3649.0
592,377925.0,133781.0,-58322.0,227659.0,307646.0,600536.0,202120.0,270674.0,1097.0,1228.0,16355.0,-460.0,-894.0,-443.0,3649.0
593,378079.0,133957.0,-58173.0,227938.0,307918.0,600908.0,202158.0,270526.0,1097.0,1228.0,16355.0,-460.0,-894.0,-443.0,3649.0
594,378269.0,133869.0,-58226.0,228050.0,307924.0,600921.0,202428.0,270554.0,1097.0,1228.0,16355.0,-460.0,-894.0,-443.0,3649.0
595,378766.0,134136.0,-58042.0,228308.0,307957.0,600815.0,202448.0,270539.0,1097.0,1228.0,16355.0,-460.0,-894.0,-443.0,3649.0
596,379256.0,134317.0,-58107.0,228102.0,307743.0,600706.0,202419.0,270638.0,1097.0,1228.0,16355.0,-460.0,-894.0,-443.0,3649.0
597,379784.0,134143.0,-58311.0,227903.0,307750.0,600756.0,202414.0,270896.0,1097.0,1228.0,16355.0,-460.0,-894.0,-443.0,3649.0
598,380445.0,134495.0,-57881.0,228513.0,308148.0,601144.0,202445.0,270979.0,1097.0,1228.0,16355.0,-460.0,-894.0,-443.0,3649.0
599,380926.0,134411.0,-57971.0,228378.0,307963.0,600954.0,202331.0,270978.0,1097.0,1228.0,16355.0,-460.0,-894.0,-443.0,3649.0
600,381086.0,133838.0,-58546.0,227879.0,307635.0,600595.0,202294.0,270733.0,1097.0,1228.0,16355.0,-460.0,-894.0,-443.0,3649.0
601,381485.0,133914.0,-58632.0,227766.0,307578.0,600721.0,202524.0,270654.0,1285.0,870.0,16225.0,-686.0,-256.0,-364.0,3649.0
602,381988.0,133700.0,-58918.0,227625.0,307097.0,600503.0,202448.0,270543.0,1285.0,870.0,16225.0,-686.0,-256.0,-364.0,3649.0
603,382592.0,134336.0,-58316.0,227982.0,307222.0,600565.0,202534.0,270739.0,1285.0,870.0,16225.0,-686.0,-256.0,-364.0,3649.0
604,382593.0,134337.0,-58078.0,227513.0,307378.0,600458.0,202288.0,270363.0,1285.0,870.0,16225.0,-686.0,-256.0,-364.0,3649.0
605,382799.0,134318.0,-57976.0,227559.0,307668.0,600602.0,202293.0,269694.0,1285.0,870.0,16225.0,-686.0,-256.0,-364.0,3649.0
606,383482.0,134348.0,-57894.0,227839.0,307470.0,600519.0,202239.0,269628.0,1285.0,870.0,16225.0,-686.0,-256.0,-364.0,3649.0
607,384669.0,134808.0,-57345.0,229072.0,307520.0,600568.0,202209.0,269658.0,1285.0,870.0,16225.0,-686.0,-256.0,-364.0,3649.0
608,385327.0,134635.0,-57879.0,228589.0,307511.0,600678.0,202382.0,269726.0,1285.0,870.0,16225.0,-686.0,-256.0,-364.0,3649.0
609,385667.0,134908.0,-57988.0,227829.0,307170.0,600826.0,202592.0,269983.0,1285.0,870.0,16225.0,-686.0,-256.0,-364.0,3649.0
610,386279.0,135128.0,-57542.0,229179.0,307479.0,600724.0,202231.0,270139.0,1285.0,870.0,16225.0,-686.0,-256.0,-364.0,3649.0
611,386970.0,134513.0,-57982.0,229458.0,307975.0,600953.0,202026.0,270489.0,1384.0,1040.0,16178.0,-649.0,541.0,57.0,3649.0
612,387601.0,134115.0,-58585.0,227698.0,307191.0,600735.0,202464.0,271655.0,1384.0,1040.0,16178.0,-649.0,541.0,57.0,3649.0
613,388534.0,134716.0,-58161.0,228311.0,307337.0,600616.0,202710.0,272378.0,1384.0,1040.0,16178.0,-649.0,541.0,57.0,3649.0
614,389038.0,134611.0,-58581.0,227840.0,306491.0,600209.0,202380.0,272493.0,1384.0,1040.0,16178.0,-649.0,541.0,57.0,3649.0
615,389039.0,134434.0,-58459.0,228188.0,307028.0,600801.0,202521.0,272440.0,1384.0,1040.0,16178.0,-649.0,541.0,57.0,3649.0
616,389278.0,134617.0,-58342.0,228255.0,307083.0,600675.0,202452.0,272230.0,1384.0,1040.0,16178.0,-649.0,541.0,57.0,3649.0
617,389337.0,134741.0,-58224.0,228378.0,307174.0,600780.0,202680.0,271951.0,1384.0,1040.0,16178.0,-649.0,541.0,57.0,3649.0
618,389465.0,134204.0,-58257.0,228685.0,307540.0,601136.0,202638.0,271594.0,1384.0,1040.0,16178.0,-649.0,541.0,57.0,3649.0
619,390038.0,134489.0,-58241.0,228723.0,307352.0,600858.0,202406.0,271590.0,1384.0,1040.0,16178.0,-649.0,541.0,57.0,3649.0
620,390582.0,134884.0,-57877.0,229090.0,307648.0,601204.0,202596.0,271509.0,1384.0,1040.0,16178.0,-649.0,541.0,57.0,3649.0
621,391005.0,135048.0,-57814.0,228824.0,307568.0,601258.0,202678.0,271533.0,1303.0,1350.0,16387.0,-599.0,780.0,26.0,3649.0
622,391150.0,134814.0,-57997.0,228885.0,307589.0,601151.0,202391.0,271076.0,1303.0,1350.0,16387.0,-599.0,780.0,26.0,3649.0
623,391418.0,135053.0,-57776.0,229161.0,307715.0,601288.0,202476.0,270893.0,1303.0,1350.0,16387.0,-599.0,780.0,26.0,3649.0
624,391581.0,134939.0,-57896.0,229031.0,307511.0,601107.0,202287.0,270720.0,1303.0,1350.0,16387.0,-599.0,780.0,26.0,3649.0
625,390921.0,134373.0,-58212.0,228969.0,307528.0,601220.0,202342.0,270519.0,1303.0,1350.0,16387.0,-599.0,780.0,26.0,3649.0
626,390445.0,134575.0,-58069.0,229122.0,307628.0,601319.0,202436.0,270509.0,1303.0,1350.0,16387.0,-599.0,780.0,26.0,3649.0
627,390473.0,134989.0,-57805.0,229239.0,307513.0,601106.0,201990.0,269952.0,1303.0,1350.0,16387.0,-599.0,780.0,26.0,3649.0
628,390543.0,134932.0,-57651.0,229478.0,307709.0,601299.0,201914.0,269799.0,1303.0,1350.0,16387.0,-599.0,780.0,26.0,3649.0
629,391379.0,135208.0,-57549.0,229567.0,307794.0,601452.0,202296.0,271087.0,1303.0,1350.0,16387.0,-599.0,780.0,26.0,3649.0
630,392003.0,135011.0,-58033.0,229089.0,307331.0,601061.0,202257.0,271402.0,1303.0,1350.0,16387.0,-599.0,780.0,26.0,3649.0
631,392429.0,134851.0,-58323.0,228834.0,307026.0,600769.0,202277.0,272104.0,1053.0,1114.0,16616.0,-337.0,110.0,-336.0,3649.0
632,392984.0,135169.0,-58247.0,228854.0,306936.0,600693.0,202531.0,273024.0,1053.0,1114.0,16616.0,-337.0,110.0,-336.0,3649.0
633,392914.0,135956.0,-57619.0,229318.0,307211.0,600957.0,202588.0,272918.0,1053.0,1114.0,16616.0,-337.0,110.0,-336.0,3649.0
634,392281.0,136323.0,-57306.0,229663.0,307561.0,601388.0,202589.0,272368.0,1053.0,1114.0,16616.0,-337.0,110.0,-336.0,3649.0
635,391969.0,135521.0,-57486.0,229906.0,307893.0,601651.0,202633.0,272473.0,1053.0,1114.0,16616.0,-337.0,110.0,-336.0,3649.0
636,391676.0,135386.0,-57671.0,229704.0,307696.0,601536.0,202674.0,272404.0,1053.0,1114.0,16616.0,-337.0,110.0,-336.0,3649.0
637,391514.0,135428.0,-57817.0,229485.0,307464.0,601316.0,202473.0,272281.0,1053.0,1114.0,16616.0,-337.0,110.0,-336.0,3649.0
638,391608.0,135713.0,-57522.0,229806.0,307739.0,601582.0,202587.0,272339.0,1053.0,1114.0,16616.0,-337.0,110.0,-336.0,3649.0
639,391449.0,135611.0,-57532.0,229868.0,307786.0,601678.0,202424.0,272102.0,1053.0,1114.0,16616.0,-337.0,110.0,-336.0,3649.0
640,391290.0,135903.0,-57284.0,230096.0,307957.0,601862.0,202411.0,272023.0,1053.0,1114.0,16616.0,-337.0,110.0,-336.0,3649.0
641,391238.0,136001.0,-57127.0,230308.0,308154.0,602099.0,202663.0,272204.0,989.0,833.0,16778.0,148.0,-525.0,-313.0,3649.0
642,390642.0,135443.0,-57525.0,230061.0,307950.0,601929.0,202809.0,272101.0,989.0,833.0,16778.0,148.0,-525.0,-313.0,3649.0
643,389716.0,135465.0,-57307.0,230358.0,308195.0,602203.0,203023.0,272014.0,989.0,833.0,16778.0,148.0,-525.0,-313.0,3649.0
644,388831.0,135453.0,-57084.0,230615.0,308427.0,602424.0,202761.0,271233.0,989.0,833.0,16778.0,148.0,-525.0,-313.0,3649.0
645,388518.0,135718.0,-56659.0,231066.0,308794.0,602783.0,202560.0,270066.0,989.0,833.0,16778.0,148.0,-525.0,-313.0,3649.0
646,388047.0,135323.0,-56357.0,231177.0,308744.0,602639.0,202208.0,269016.0,989.0,833.0,16778.0,148.0,-525.0,-313.0,3649.0
647,388265.0,135576.0,-55924.0,231497.0,308948.0,602807.0,202357.0,269702.0,989.0,833.0,16778.0,148.0,-525.0,-313.0,3649.0
648,389706.0,135983.0,-57062.0,230708.0,308499.0,602523.0,202815.0,272022.0,989.0,833.0,16778.0,148.0,-525.0,-313.0,3649.0
649,391305.0,137251.0,-56661.0,230840.0,308457.0,602404.0,202776.0,273313.0,989.0,833.0,16778.0,148.0,-525.0,-313.0,3649.0
650,391676.0,137830.0,-55853.0,231564.0,308984.0,602751.0,202174.0,273816.0,989.0,833.0,16778.0,148.0,-525.0,-313.0,3649.0
651,391223.0,137724.0,-55991.0,231538.0,308956.0,602612.0,201583.0,273548.0,1086.0,755.0,16871.0,775.0,-994.0,-951.0,3649.0
652,390839.0,138354.0,-55131.0,232385.0,309693.0,603290.0,201144.0,272110.0,1086.0,755.0,16871.0,775.0,-994.0,-951.0,3649.0
653,389264.0,137256.0,-55721.0,232041.0,309663.0,603593.0,202490.0,270071.0,1086.0,755.0,16871.0,775.0,-994.0,-951.0,3649.0
654,387319.0,135566.0,-56933.0,231111.0,309011.0,603248.0,204448.0,268751.0,1086.0,755.0,16871.0,775.0,-994.0,-951.0,3649.0
655,384194.0,133980.0,-57064.0,231344.0,309434.0,603848.0,204578.0,268350.0,1086.0,755.0,16871.0,775.0,-994.0,-951.0,3649.0
656,384118.0,132291.0,-57141.0,230938.0,308853.0,603087.0,203984.0,272294.0,1086.0,755.0,16871.0,775.0,-994.0,-951.0,3649.0
657,388379.0,133585.0,-58156.0,229698.0,307464.0,601594.0,203414.0,276326.0,1086.0,755.0,16871.0,775.0,-994.0,-951.0,3649.0
658,390513.0,135418.0,-58600.0,229324.0,306969.0,601053.0,203096.0,275673.0,1086.0,755.0,16871.0,775.0,-994.0,-951.0,3649.0
