N,EMG_0,EMG_1,EMG_2,EMG_3,EMG_4,EMG_5,EMG_6,EMG_7,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,VBAT
11443,136534.0,97251.0,-66652.0,111074.0,222644.0,596249.0,200114.0,211642.0,7967.0,3280.0,14045.0,-3817.0,1778.0,-1079.0,3649.0
11444,136184.0,96962.0,-65776.0,111751.0,223721.0,597008.0,199748.0,212041.0,7967.0,3280.0,14045.0,-3817.0,1778.0,-1079.0,3649.0
11445,136166.0,96536.0,-65787.0,113015.0,224209.0,596081.0,199946.0,214521.0,7967.0,3280.0,14045.0,-3817.0,1778.0,-1079.0,3649.0
11446,136221.0,95547.0,-67808.0,110566.0,222078.0,593321.0,200395.0,215896.0,7967.0,3280.0,14045.0,-3817.0,1778.0,-1079.0,3649.0
11447,136382.0,96618.0,-65777.0,110849.0,221690.0,593945.0,200357.0,215027.0,7967.0,3280.0,14045.0,-3817.0,1778.0,-1079.0,3649.0
11448,135747.0,96145.0,-66874.0,110917.0,222125.0,595033.0,200338.0,214772.0,7967.0,3280.0,14045.0,-3817.0,1778.0,-1079.0,3649.0
11449,137571.0,95829.0,-67854.0,110787.0,220819.0,594486.0,198469.0,215968.0,7967.0,3280.0,14045.0,-3817.0,1778.0,-1079.0,3649.0
11450,138067.0,95798.0,-68156.0,109844.0,221813.0,595264.0,197988.0,216563.0,7967.0,3280.0,14045.0,-3817.0,1778.0,-1079.0,3649.0
11451,135126.0,95881.0,-67521.0,109934.0,223008.0,596683.0,199514.0,213950.0,8351.0,2114.0,14221.0,-2527.0,2068.0,-1105.0,3649.0
11452,132788.0,96139.0,-66146.0,112664.0,223786.0,597113.0,200761.0,211347.0,8351.0,2114.0,14221.0,-2527.0,2068.0,-1105.0,3649.0
11453,134014.0,95887.0,-66526.0,112530.0,222799.0,596047.0,200571.0,214269.0,8351.0,2114.0,14221.0,-2527.0,2068.0,-1105.0,3649.0
11454,134336.0,95673.0,-66931.0,110551.0,222093.0,595476.0,199329.0,214137.0,8351.0,2114.0,14221.0,-2527.0,2068.0,-1105.0,3649.0
11455,134837.0,96213.0,-66749.0,111109.0,222844.0,595893.0,198539.0,213882.0,8351.0,2114.0,14221.0,-2527.0,2068.0,-1105.0,3649.0
11456,134554.0,97638.0,-65347.0,113829.0,224640.0,597663.0,198666.0,211571.0,8351.0,2114.0,14221.0,-2527.0,2068.0,-1105.0,3649.0
11457,135549.0,98419.0,-64074.0,113744.0,225359.0,598848.0,200604.0,213406.0,8351.0,2114.0,14221.0,-2527.0,2068.0,-1105.0,3649.0
11458,134589.0,96606.0,-66176.0,112036.0,224203.0,597130.0,201375.0,216453.0,8351.0,2114.0,14221.0,-2527.0,2068.0,-1105.0,3649.0
11459,134212.0,94868.0,-68954.0,109382.0,221288.0,593826.0,200601.0,217651.0,8351.0,2114.0,14221.0,-2527.0,2068.0,-1105.0,3649.0
11460,136416.0,93989.0,-70182.0,108089.0,219775.0,591733.0,198631.0,217753.0,8351.0,2114.0,14221.0,-2527.0,2068.0,-1105.0,3649.0
11461,137249.0,95355.0,-68742.0,109288.0,220169.0,592525.0,198101.0,216940.0,8232.0,2185.0,14234.0,-1442.0,1647.0,-969.0,3649.0
11462,135186.0,96960.0,-66302.0,112050.0,223764.0,596533.0,199061.0,215639.0,8232.0,2185.0,14234.0,-1442.0,1647.0,-969.0,3649.0
11463,137039.0,97950.0,-65387.0,112728.0,224349.0,596701.0,199718.0,216416.0,8232.0,2185.0,14234.0,-1442.0,1647.0,-969.0,3649.0
11464,135593.0,96065.0,-67053.0,111166.0,222089.0,595432.0,198792.0,218119.0,8232.0,2185.0,14234.0,-1442.0,1647.0,-969.0,3649.0
11465,132241.0,93794.0,-69063.0,109433.0,221124.0,594937.0,198642.0,217311.0,8232.0,2185.0,14234.0,-1442.0,1647.0,-969.0,3649.0
11466,132128.0,94992.0,-68075.0,110276.0,221811.0,595107.0,199557.0,216128.0,8232.0,2185.0,14234.0,-1442.0,1647.0,-969.0,3649.0
11467,132079.0,95563.0,-67135.0,111252.0,222899.0,596429.0,201245.0,217754.0,8232.0,2185.0,14234.0,-1442.0,1647.0,-969.0,3649.0
11468,133424.0,95347.0,-67548.0,110873.0,222551.0,595989.0,200523.0,218610.0,8232.0,2185.0,14234.0,-1442.0,1647.0,-969.0,3649.0
11469,134602.0,94828.0,-68501.0,109787.0,221429.0,594762.0,199497.0,219777.0,8232.0,2185.0,14234.0,-1442.0,1647.0,-969.0,3649.0
11470,135127.0,95084.0,-68645.0,109644.0,221327.0,594707.0,199175.0,220496.0,8232.0,2185.0,14234.0,-1442.0,1647.0,-969.0,3649.0
11471,134975.0,95906.0,-67514.0,110639.0,222095.0,595306.0,199111.0,218961.0,7917.0,2745.0,14164.0,-2231.0,1468.0,-827.0,3649.0
11472,135658.0,95924.0,-67797.0,110194.0,221599.0,594642.0,198536.0,218080.0,7917.0,2745.0,14164.0,-2231.0,1468.0,-827.0,3649.0
11473,134908.0,96069.0,-67607.0,110413.0,221832.0,594798.0,198901.0,218884.0,7917.0,2745.0,14164.0,-2231.0,1468.0,-827.0,3649.0
11474,132621.0,97004.0,-65722.0,112486.0,223911.0,595842.0,200244.0,219244.0,7917.0,2745.0,14164.0,-2231.0,1468.0,-827.0,3649.0
11475,133378.0,96585.0,-66439.0,111482.0,222456.0,593852.0,201036.0,219921.0,7917.0,2745.0,14164.0,-2231.0,1468.0,-827.0,3649.0
11476,133729.0,95973.0,-67189.0,110914.0,222234.0,595268.0,199792.0,219485.0,7917.0,2745.0,14164.0,-2231.0,1468.0,-827.0,3649.0
11477,133111.0,95502.0,-67489.0,111086.0,222704.0,595616.0,198833.0,219046.0,7917.0,2745.0,14164.0,-2231.0,1468.0,-827.0,3649.0
11478,132784.0,95584.0,-67431.0,110785.0,222071.0,595066.0,198970.0,219312.0,7917.0,2745.0,14164.0,-2231.0,1468.0,-827.0,3649.0
11479,133530.0,95391.0,-68017.0,109764.0,221328.0,594559.0,199471.0,221378.0,7917.0,2745.0,14164.0,-2231.0,1468.0,-827.0,3649.0
11480,133637.0,95558.0,-67748.0,110273.0,221819.0,595169.0,199686.0,222288.0,7917.0,2745.0,14164.0,-2231.0,1468.0,-827.0,3649.0
11481,133059.0,94927.0,-68217.0,110027.0,221887.0,595069.0,199527.0,222289.0,7748.0,2940.0,14105.0,-2560.0,1273.0,-949.0,3649.0
11482,133991.0,95581.0,-67825.0,110133.0,221277.0,593813.0,198989.0,222803.0,7748.0,2940.0,14105.0,-2560.0,1273.0,-949.0,3649.0
11483,135486.0,97149.0,-66567.0,110821.0,222459.0,595038.0,198460.0,222788.0,7748.0,2940.0,14105.0,-2560.0,1273.0,-949.0,3649.0
11484,136336.0,96574.0,-67673.0,109663.0,220969.0,593333.0,196825.0,223538.0,7748.0,2940.0,14105.0,-2560.0,1273.0,-949.0,3649.0
11485,133993.0,96531.0,-67063.0,111051.0,222616.0,595323.0,197328.0,221876.0,7748.0,2940.0,14105.0,-2560.0,1273.0,-949.0,3649.0
11486,131859.0,96560.0,-65644.0,112656.0,224352.0,597941.0,200141.0,219704.0,7748.0,2940.0,14105.0,-2560.0,1273.0,-949.0,3649.0
11487,131699.0,93904.0,-69276.0,109352.0,221450.0,594651.0,200839.0,223501.0,7748.0,2940.0,14105.0,-2560.0,1273.0,-949.0,3649.0
11488,131704.0,93650.0,-70286.0,107668.0,220094.0,593211.0,200238.0,225386.0,7748.0,2940.0,14105.0,-2560.0,1273.0,-949.0,3649.0
11489,133193.0,94814.0,-68709.0,109920.0,220896.0,593558.0,199231.0,224024.0,7748.0,2940.0,14105.0,-2560.0,1273.0,-949.0,3649.0
11490,133115.0,94808.0,-68163.0,109463.0,221479.0,594631.0,199626.0,223679.0,7748.0,2940.0,14105.0,-2560.0,1273.0,-949.0,3649.0
11491,132211.0,94796.0,-68309.0,109870.0,222259.0,595595.0,199608.0,223628.0,7741.0,2634.0,14306.0,-2035.0,1015.0,-1065.0,3649.0
11492,132173.0,93643.0,-69081.0,108370.0,220361.0,593598.0,198874.0,225001.0,7741.0,2634.0,14306.0,-2035.0,1015.0,-1065.0,3649.0
11493,132824.0,93590.0,-69643.0,108945.0,220569.0,593617.0,198825.0,225494.0,7741.0,2634.0,14306.0,-2035.0,1015.0,-1065.0,3649.0
11494,132215.0,94614.0,-68221.0,110515.0,221319.0,594214.0,198471.0,224416.0,7741.0,2634.0,14306.0,-2035.0,1015.0,-1065.0,3649.0
11495,131232.0,95945.0,-66875.0,110474.0,222133.0,595019.0,198896.0,224369.0,7741.0,2634.0,14306.0,-2035.0,1015.0,-1065.0,3649.0
11496,132685.0,95888.0,-67762.0,110331.0,222178.0,594679.0,199156.0,224186.0,7741.0,2634.0,14306.0,-2035.0,1015.0,-1065.0,3649.0
11497,132749.0,95521.0,-67973.0,109909.0,221747.0,594605.0,199213.0,224796.0,7741.0,2634.0,14306.0,-2035.0,1015.0,-1065.0,3649.0
11498,132505.0,95496.0,-67761.0,110175.0,221977.0,595040.0,199027.0,224688.0,7741.0,2634.0,14306.0,-2035.0,1015.0,-1065.0,3649.0
11499,132018.0,95418.0,-67618.0,109752.0,221599.0,594513.0,199118.0,225409.0,7741.0,2634.0,14306.0,-2035.0,1015.0,-1065.0,3649.0
11500,131158.0,94391.0,-69041.0,109008.0,221428.0,594299.0,199019.0,226254.0,7741.0,2634.0,14306.0,-2035.0,1015.0,-1065.0,3649.0
11501,131707.0,94020.0,-69600.0,108554.0,220582.0,593286.0,198959.0,226408.0,7772.0,2338.0,14424.0,-1066.0,910.0,-1217.0,3649.0
11502,133274.0,95682.0,-67474.0,110378.0,221741.0,593937.0,199408.0,226956.0,7772.0,2338.0,14424.0,-1066.0,910.0,-1217.0,3649.0
11503,133705.0,96639.0,-66709.0,111025.0,222509.0,595246.0,199584.0,227462.0,7772.0,2338.0,14424.0,-1066.0,910.0,-1217.0,3649.0
11504,132678.0,96586.0,-66402.0,110958.0,222104.0,594496.0,199150.0,226580.0,7772.0,2338.0,14424.0,-1066.0,910.0,-1217.0,3649.0
11505,132754.0,95653.0,-67884.0,110607.0,222284.0,594980.0,198439.0,226020.0,7772.0,2338.0,14424.0,-1066.0,910.0,-1217.0,3649.0
11506,133339.0,95262.0,-68411.0,109374.0,221353.0,593523.0,198458.0,227116.0,7772.0,2338.0,14424.0,-1066.0,910.0,-1217.0,3649.0
11507,131679.0,93903.0,-69467.0,108313.0,220284.0,593112.0,198359.0,228690.0,7772.0,2338.0,14424.0,-1066.0,910.0,-1217.0,3649.0
11508,130828.0,93618.0,-69492.0,108580.0,220754.0,593703.0,198340.0,229119.0,7772.0,2338.0,14424.0,-1066.0,910.0,-1217.0,3649.0
11509,133262.0,94997.0,-68352.0,109464.0,221101.0,594640.0,198616.0,229696.0,7772.0,2338.0,14424.0,-1066.0,910.0,-1217.0,3649.0
11510,132968.0,95254.0,-68143.0,109721.0,221598.0,594871.0,198650.0,227741.0,7772.0,2338.0,14424.0,-1066.0,910.0,-1217.0,3649.0
11511,131303.0,94485.0,-68952.0,108958.0,220964.0,594251.0,199222.0,227252.0,7698.0,2213.0,14517.0,-225.0,733.0,-829.0,3649.0
11512,131494.0,94523.0,-69049.0,108713.0,220588.0,593756.0,198873.0,227246.0,7698.0,2213.0,14517.0,-225.0,733.0,-829.0,3649.0
11513,133796.0,95397.0,-68426.0,109139.0,220906.0,593950.0,197575.0,226854.0,7698.0,2213.0,14517.0,-225.0,733.0,-829.0,3649.0
11514,132276.0,95384.0,-68211.0,109439.0,221323.0,594340.0,197898.0,227296.0,7698.0,2213.0,14517.0,-225.0,733.0,-829.0,3649.0
11515,130561.0,95623.0,-67037.0,111176.0,222663.0,595355.0,199333.0,226725.0,7698.0,2213.0,14517.0,-225.0,733.0,-829.0,3649.0
11516,131409.0,95920.0,-66777.0,111759.0,222980.0,595709.0,198843.0,226172.0,7698.0,2213.0,14517.0,-225.0,733.0,-829.0,3649.0
11517,131763.0,95433.0,-67848.0,109640.0,221706.0,594864.0,198716.0,228651.0,7698.0,2213.0,14517.0,-225.0,733.0,-829.0,3649.0
11518,132695.0,94721.0,-68846.0,108604.0,220454.0,593527.0,199242.0,231035.0,7698.0,2213.0,14517.0,-225.0,733.0,-829.0,3649.0
11519,132827.0,94108.0,-69622.0,107989.0,219974.0,592864.0,198554.0,231928.0,7698.0,2213.0,14517.0,-225.0,733.0,-829.0,3649.0
11520,131860.0,94231.0,-69384.0,108114.0,219810.0,592868.0,198529.0,231574.0,7698.0,2213.0,14517.0,-225.0,733.0,-829.0,3649.0
11521,131461.0,94512.0,-68982.0,108654.0,220553.0,593480.0,198589.0,230265.0,7583.0,2400.0,14484.0,-115.0,501.0,-643.0,3649.0
11522,131157.0,94241.0,-69032.0,108853.0,221059.0,594204.0,198290.0,229421.0,7583.0,2400.0,14484.0,-115.0,501.0,-643.0,3649.0
11523,131570.0,94658.0,-68658.0,109146.0,221249.0,594377.0,198284.0,229820.0,7583.0,2400.0,14484.0,-115.0,501.0,-643.0,3649.0
11524,131431.0,95898.0,-67188.0,110553.0,222481.0,595498.0,198832.0,229841.0,7583.0,2400.0,14484.0,-115.0,501.0,-643.0,3649.0
11525,131507.0,96395.0,-66710.0,110924.0,222779.0,595835.0,199029.0,229706.0,7583.0,2400.0,14484.0,-115.0,501.0,-643.0,3649.0
11526,131468.0,95654.0,-67501.0,110160.0,222103.0,595154.0,198812.0,229976.0,7583.0,2400.0,14484.0,-115.0,501.0,-643.0,3649.0
11527,131129.0,94497.0,-68741.0,108984.0,221038.0,594086.0,198783.0,231081.0,7583.0,2400.0,14484.0,-115.0,501.0,-643.0,3649.0
11528,130562.0,93503.0,-69791.0,107898.0,219943.0,593022.0,198464.0,231373.0,7583.0,2400.0,14484.0,-115.0,501.0,-643.0,3649.0
11529,130688.0,93414.0,-70026.0,107706.0,219522.0,592696.0,198154.0,231304.0,7583.0,2400.0,14484.0,-115.0,501.0,-643.0,3649.0
11530,130292.0,93754.0,-69364.0,108663.0,220408.0,593531.0,198530.0,230391.0,7583.0,2400.0,14484.0,-115.0,501.0,-643.0,3649.0
11531,130756.0,94382.0,-68947.0,108623.0,220896.0,594162.0,199034.0,231368.0,7534.0,2440.0,14446.0,357.0,293.0,-435.0,3649.0
11532,130449.0,94080.0,-69397.0,108124.0,220453.0,593706.0,198771.0,231894.0,7534.0,2440.0,14446.0,357.0,293.0,-435.0,3649.0
11533,130666.0,94320.0,-69148.0,108439.0,220557.0,593798.0,198697.0,232044.0,7534.0,2440.0,14446.0,357.0,293.0,-435.0,3649.0
11534,131099.0,94386.0,-69088.0,108568.0,220555.0,593728.0,198492.0,232137.0,7534.0,2440.0,14446.0,357.0,293.0,-435.0,3649.0
11535,131320.0,94480.0,-68987.0,108700.0,220518.0,593589.0,198383.0,232487.0,7534.0,2440.0,14446.0,357.0,293.0,-435.0,3649.0
11536,130858.0,94614.0,-68886.0,108486.0,220606.0,593864.0,198284.0,232126.0,7534.0,2440.0,14446.0,357.0,293.0,-435.0,3649.0
11537,130498.0,94870.0,-68507.0,108927.0,221131.0,594351.0,198276.0,232041.0,7534.0,2440.0,14446.0,357.0,293.0,-435.0,3649.0
11538,130856.0,95268.0,-68002.0,109318.0,221398.0,594560.0,198139.0,231592.0,7534.0,2440.0,14446.0,357.0,293.0,-435.0,3649.0
11539,130369.0,95063.0,-68202.0,109221.0,221473.0,594653.0,198256.0,231276.0,7534.0,2440.0,14446.0,357.0,293.0,-435.0,3649.0
11540,130246.0,95288.0,-68237.0,109440.0,221566.0,594648.0,198616.0,231525.0,7534.0,2440.0,14446.0,357.0,293.0,-435.0,3649.0
11541,130276.0,94938.0,-68172.0,109212.0,221078.0,594197.0,198533.0,232548.0,7539.0,2462.0,14410.0,558.0,7.0,-281.0,3649.0
11542,130416.0,94649.0,-68671.0,108783.0,220795.0,593957.0,198356.0,233364.0,7539.0,2462.0,14410.0,558.0,7.0,-281.0,3649.0
11543,130704.0,95138.0,-68264.0,109205.0,221259.0,594511.0,198808.0,233331.0,7539.0,2462.0,14410.0,558.0,7.0,-281.0,3649.0
11544,130021.0,94685.0,-68636.0,108920.0,221094.0,594448.0,198872.0,232729.0,7539.0,2462.0,14410.0,558.0,7.0,-281.0,3649.0
11545,130016.0,94706.0,-68790.0,108644.0,220734.0,594064.0,198396.0,232684.0,7539.0,2462.0,14410.0,558.0,7.0,-281.0,3649.0
11546,130277.0,95381.0,-68309.0,108950.0,220839.0,594053.0,197984.0,232532.0,7539.0,2462.0,14410.0,558.0,7.0,-281.0,3649.0
11547,130497.0,96007.0,-67786.0,109477.0,221383.0,594596.0,198115.0,232316.0,7539.0,2462.0,14410.0,558.0,7.0,-281.0,3649.0
11548,129822.0,94666.0,-68687.0,108835.0,221039.0,594473.0,198541.0,232614.0,7539.0,2462.0,14410.0,558.0,7.0,-281.0,3649.0
11549,129564.0,93650.0,-69583.0,107937.0,220214.0,593689.0,198755.0,233083.0,7539.0,2462.0,14410.0,558.0,7.0,-281.0,3649.0
11550,129784.0,94492.0,-68994.0,108420.0,220594.0,594024.0,198293.0,232974.0,7539.0,2462.0,14410.0,558.0,7.0,-281.0,3649.0
11551,129618.0,95171.0,-68273.0,109107.0,221111.0,594379.0,197819.0,232409.0,7454.0,2518.0,14464.0,1026.0,-422.0,6.0,3649.0
11552,131119.0,97467.0,-66909.0,109866.0,221319.0,594289.0,197259.0,231763.0,7454.0,2518.0,14464.0,1026.0,-422.0,6.0,3649.0
11553,131080.0,97291.0,-67039.0,109832.0,221480.0,594559.0,197783.0,232048.0,7454.0,2518.0,14464.0,1026.0,-422.0,6.0,3649.0
11554,129033.0,93714.0,-68994.0,108781.0,221238.0,594785.0,199143.0,233193.0,7454.0,2518.0,14464.0,1026.0,-422.0,6.0,3649.0
11555,129060.0,93261.0,-69597.0,108084.0,220528.0,594159.0,199042.0,233056.0,7454.0,2518.0,14464.0,1026.0,-422.0,6.0,3649.0
11556,129944.0,94924.0,-68875.0,108199.0,220061.0,593401.0,198293.0,232006.0,7454.0,2518.0,14464.0,1026.0,-422.0,6.0,3649.0
11557,131008.0,96922.0,-67381.0,109476.0,221206.0,594416.0,197543.0,230765.0,7454.0,2518.0,14464.0,1026.0,-422.0,6.0,3649.0
11558,129769.0,96032.0,-67304.0,110072.0,222198.0,595588.0,198053.0,229976.0,7454.0,2518.0,14464.0,1026.0,-422.0,6.0,3649.0
11559,130972.0,96142.0,-68003.0,108828.0,220297.0,593247.0,198259.0,230249.0,7454.0,2518.0,14464.0,1026.0,-422.0,6.0,3649.0
11560,131305.0,96690.0,-68164.0,108358.0,219610.0,592576.0,197807.0,229490.0,7454.0,2518.0,14464.0,1026.0,-422.0,6.0,3649.0
11561,129594.0,95229.0,-68596.0,108452.0,220266.0,593620.0,198426.0,228886.0,7590.0,2281.0,14609.0,3196.0,255.0,371.0,3649.0
11562,129688.0,94569.0,-68648.0,108645.0,220396.0,593667.0,199009.0,228466.0,7590.0,2281.0,14609.0,3196.0,255.0,371.0,3649.0
11563,130036.0,94790.0,-68387.0,109016.0,220863.0,594274.0,199015.0,227429.0,7590.0,2281.0,14609.0,3196.0,255.0,371.0,3649.0
11564,131084.0,95145.0,-68455.0,108874.0,220755.0,594201.0,197773.0,226074.0,7590.0,2281.0,14609.0,3196.0,255.0,371.0,3649.0
11565,133580.0,100114.0,-66262.0,109680.0,220485.0,593314.0,195394.0,222721.0,7590.0,2281.0,14609.0,3196.0,255.0,371.0,3649.0
11566,131857.0,99569.0,-66158.0,109788.0,220618.0,593552.0,196953.0,222199.0,7590.0,2281.0,14609.0,3196.0,255.0,371.0,3649.0
11567,128428.0,92006.0,-70174.0,107853.0,220551.0,594804.0,200219.0,224004.0,7590.0,2281.0,14609.0,3196.0,255.0,371.0,3649.0
11568,128981.0,91589.0,-70464.0,107864.0,220706.0,595039.0,200024.0,222948.0,7590.0,2281.0,14609.0,3196.0,255.0,371.0,3649.0
11569,128168.0,92588.0,-69517.0,108679.0,221225.0,595378.0,199448.0,220894.0,7590.0,2281.0,14609.0,3196.0,255.0,371.0,3649.0
11570,128437.0,92923.0,-69187.0,109075.0,221701.0,595938.0,199334.0,219350.0,7590.0,2281.0,14609.0,3196.0,255.0,371.0,3649.0
11571,129944.0,95252.0,-67761.0,109963.0,221917.0,595605.0,198704.0,217219.0,7391.0,1453.0,15105.0,7770.0,-370.0,1763.0,3649.0
11572,131308.0,96638.0,-67153.0,110064.0,221329.0,594627.0,198758.0,215946.0,7391.0,1453.0,15105.0,7770.0,-370.0,1763.0,3649.0
11573,130666.0,96285.0,-67359.0,109896.0,221091.0,594571.0,199016.0,214778.0,7391.0,1453.0,15105.0,7770.0,-370.0,1763.0,3649.0
11574,128964.0,94343.0,-68498.0,109457.0,221566.0,595720.0,199663.0,214075.0,7391.0,1453.0,15105.0,7770.0,-370.0,1763.0,3649.0
11575,129141.0,93613.0,-69045.0,109070.0,221394.0,595606.0,199673.0,213456.0,7391.0,1453.0,15105.0,7770.0,-370.0,1763.0,3649.0
11576,129106.0,93922.0,-69054.0,108844.0,221022.0,595281.0,199404.0,212393.0,7391.0,1453.0,15105.0,7770.0,-370.0,1763.0,3649.0
11577,129453.0,93728.0,-68749.0,109407.0,221750.0,596177.0,199819.0,211983.0,7391.0,1453.0,15105.0,7770.0,-370.0,1763.0,3649.0
11578,130391.0,94479.0,-68314.0,109679.0,221759.0,596021.0,199526.0,211122.0,7391.0,1453.0,15105.0,7770.0,-370.0,1763.0,3649.0
11579,131443.0,96349.0,-67234.0,110266.0,221735.0,595583.0,199448.0,209459.0,7391.0,1453.0,15105.0,7770.0,-370.0,1763.0,3649.0
11580,130849.0,96741.0,-66981.0,110502.0,221873.0,595784.0,199370.0,207749.0,7391.0,1453.0,15105.0,7770.0,-370.0,1763.0,3649.0
11581,129660.0,94906.0,-67943.0,110223.0,221662.0,595759.0,199433.0,207238.0,6843.0,813.0,15638.0,14723.0,-3807.0,3478.0,3649.0
11582,129323.0,93494.0,-68979.0,109342.0,221066.0,595458.0,200006.0,206961.0,6843.0,813.0,15638.0,14723.0,-3807.0,3478.0,3649.0
11583,130287.0,94541.0,-68492.0,109303.0,221611.0,596189.0,200017.0,205594.0,6843.0,813.0,15638.0,14723.0,-3807.0,3478.0,3649.0
11584,130017.0,94908.0,-68187.0,109831.0,221963.0,596521.0,199773.0,203803.0,6843.0,813.0,15638.0,14723.0,-3807.0,3478.0,3649.0
11585,130087.0,95341.0,-67924.0,110031.0,222001.0,596574.0,199999.0,202541.0,6843.0,813.0,15638.0,14723.0,-3807.0,3478.0,3649.0
11586,131148.0,96458.0,-67399.0,110134.0,221610.0,595780.0,198831.0,201121.0,6843.0,813.0,15638.0,14723.0,-3807.0,3478.0,3649.0
11587,131584.0,97455.0,-66366.0,111099.0,222309.0,596223.0,198035.0,199335.0,6843.0,813.0,15638.0,14723.0,-3807.0,3478.0,3649.0
11588,131854.0,97661.0,-66360.0,111166.0,222538.0,596679.0,198706.0,197999.0,6843.0,813.0,15638.0,14723.0,-3807.0,3478.0,3649.0
11589,132508.0,98326.0,-66177.0,111002.0,221928.0,595616.0,198841.0,196819.0,6843.0,813.0,15638.0,14723.0,-3807.0,3478.0,3649.0
11590,131354.0,96670.0,-67014.0,110553.0,221686.0,595413.0,199443.0,196261.0,6843.0,813.0,15638.0,14723.0,-3807.0,3478.0,3649.0
11591,130260.0,94401.0,-68292.0,109943.0,221776.0,596088.0,200941.0,196819.0,6308.0,921.0,15574.0,18351.0,-9386.0,4587.0,3649.0
11592,129524.0,93954.0,-68588.0,109723.0,221764.0,596266.0,201059.0,195740.0,6308.0,921.0,15574.0,18351.0,-9386.0,4587.0,3649.0
11593,129692.0,93838.0,-68657.0,109711.0,221885.0,596535.0,201256.0,194647.0,6308.0,921.0,15574.0,18351.0,-9386.0,4587.0,3649.0
11594,130348.0,94511.0,-68243.0,110026.0,222137.0,596783.0,200851.0,193269.0,6308.0,921.0,15574.0,18351.0,-9386.0,4587.0,3649.0
11595,130324.0,95283.0,-67563.0,110638.0,222626.0,597103.0,200399.0,191251.0,6308.0,921.0,15574.0,18351.0,-9386.0,4587.0,3649.0
11596,130429.0,95811.0,-67241.0,110768.0,222532.0,596806.0,200229.0,190385.0,6308.0,921.0,15574.0,18351.0,-9386.0,4587.0,3649.0
11597,130333.0,95732.0,-67316.0,110665.0,222441.0,596666.0,200196.0,190593.0,6308.0,921.0,15574.0,18351.0,-9386.0,4587.0,3649.0
11598,130384.0,95056.0,-67944.0,110183.0,222141.0,596494.0,200419.0,190788.0,6308.0,921.0,15574.0,18351.0,-9386.0,4587.0,3649.0
11599,130475.0,95838.0,-67365.0,110741.0,222399.0,596557.0,199995.0,188733.0,6308.0,921.0,15574.0,18351.0,-9386.0,4587.0,3649.0
11600,130293.0,96226.0,-66617.0,111370.0,223052.0,597157.0,199589.0,188079.0,6308.0,921.0,15574.0,18351.0,-9386.0,4587.0,3649.0
11601,130753.0,95862.0,-67042.0,110838.0,222859.0,596988.0,199273.0,189591.0,6362.0,1907.0,14844.0,19349.0,-12699.0,3430.0,3649.0
11602,131077.0,95174.0,-68027.0,109918.0,221889.0,595980.0,199581.0,189866.0,6362.0,1907.0,14844.0,19349.0,-12699.0,3430.0,3649.0
11603,131424.0,95655.0,-67666.0,110254.0,222340.0,596525.0,199946.0,188299.0,6362.0,1907.0,14844.0,19349.0,-12699.0,3430.0,3649.0
11604,131743.0,95703.0,-67551.0,110420.0,222493.0,596631.0,200626.0,188704.0,6362.0,1907.0,14844.0,19349.0,-12699.0,3430.0,3649.0
11605,132154.0,95603.0,-67639.0,110351.0,222274.0,596223.0,200842.0,190331.0,6362.0,1907.0,14844.0,19349.0,-12699.0,3430.0,3649.0
11606,132681.0,95919.0,-67384.0,110587.0,222424.0,596246.0,200460.0,191242.0,6362.0,1907.0,14844.0,19349.0,-12699.0,3430.0,3649.0
11607,132249.0,95810.0,-67445.0,110603.0,222616.0,596544.0,200002.0,189564.0,6362.0,1907.0,14844.0,19349.0,-12699.0,3430.0,3649.0
11608,131692.0,95844.0,-67386.0,110715.0,222779.0,596624.0,200461.0,188355.0,6362.0,1907.0,14844.0,19349.0,-12699.0,3430.0,3649.0
11609,131104.0,96132.0,-67060.0,111032.0,222993.0,596716.0,200577.0,187383.0,6362.0,1907.0,14844.0,19349.0,-12699.0,3430.0,3649.0
11610,130973.0,96325.0,-66872.0,111267.0,223262.0,596843.0,199832.0,186774.0,6362.0,1907.0,14844.0,19349.0,-12699.0,3430.0,3649.0
11611,130758.0,96426.0,-66789.0,111244.0,223118.0,596717.0,199056.0,186083.0,7582.0,3466.0,13377.0,19616.0,-11910.0,734.0,3649.0
11612,130141.0,96715.0,-66245.0,111883.0,223800.0,597218.0,198840.0,184916.0,7582.0,3466.0,13377.0,19616.0,-11910.0,734.0,3649.0
11613,130060.0,97029.0,-65899.0,112272.0,224432.0,597158.0,199173.0,184229.0,7582.0,3466.0,13377.0,19616.0,-11910.0,734.0,3649.0
11614,130689.0,96488.0,-67013.0,110687.0,222159.0,595199.0,200839.0,186466.0,7582.0,3466.0,13377.0,19616.0,-11910.0,734.0,3649.0
11615,130180.0,95049.0,-68444.0,109464.0,221379.0,594699.0,200731.0,188741.0,7582.0,3466.0,13377.0,19616.0,-11910.0,734.0,3649.0
11616,130623.0,94910.0,-68665.0,109304.0,221630.0,595049.0,200308.0,189976.0,7582.0,3466.0,13377.0,19616.0,-11910.0,734.0,3649.0
11617,130530.0,95025.0,-68779.0,109224.0,221670.0,595089.0,200245.0,190197.0,7582.0,3466.0,13377.0,19616.0,-11910.0,734.0,3649.0
